,发生时间,开关机状态,加热中,保温中,实际温度,热水量,水流量,加热剩余时间,当前设置温度,事件编号
18213,2014-11-10 16:26:09,开,开,关,50°C,50%,48,0分钟,50°C,165
18214,2014-11-10 16:26:13,开,开,关,50°C,50%,50,0分钟,50°C,165
18215,2014-11-10 16:26:15,开,开,关,50°C,50%,51,0分钟,50°C,165
18216,2014-11-10 16:26:23,开,开,关,50°C,50%,50,0分钟,50°C,165
18217,2014-11-10 16:26:25,开,开,关,50°C,50%,51,0分钟,50°C,165
18218,2014-11-10 16:26:27,开,开,关,50°C,50%,50,0分钟,50°C,165
18219,2014-11-10 16:26:29,开,开,关,50°C,50%,43,0分钟,50°C,165
18220,2014-11-10 16:26:31,开,开,关,50°C,50%,33,0分钟,50°C,165
18221,2014-11-10 16:26:33,开,开,关,50°C,50%,32,0分钟,50°C,165
18222,2014-11-10 16:26:41,开,开,关,50°C,50%,35,0分钟,50°C,165
18223,2014-11-10 16:26:43,开,开,关,50°C,50%,33,0分钟,50°C,165
18224,2014-11-10 16:26:45,开,开,关,50°C,50%,35,0分钟,50°C,165
18225,2014-11-10 16:26:47,开,开,关,50°C,50%,33,0分钟,50°C,165
18226,2014-11-10 16:26:51,开,开,关,50°C,50%,35,0分钟,50°C,165
18227,2014-11-10 16:27:08,开,开,关,50°C,50%,33,0分钟,50°C,165
18228,2014-11-10 16:27:20,开,开,关,50°C,50%,35,0分钟,50°C,165
18229,2014-11-10 16:27:32,开,开,关,50°C,50%,33,0分钟,50°C,165
18230,2014-11-10 16:27:38,开,开,关,50°C,50%,33,0分钟,50°C,165
18231,2014-11-10 16:27:42,开,开,关,50°C,50%,35,0分钟,50°C,165
18232,2014-11-10 16:27:46,开,开,关,50°C,50%,33,0分钟,50°C,165
18233,2014-11-10 16:27:50,开,开,关,50°C,50%,35,0分钟,50°C,165
18234,2014-11-10 16:27:58,开,开,关,50°C,50%,33,0分钟,50°C,165
18235,2014-11-10 16:28:04,开,开,关,50°C,50%,35,0分钟,50°C,165
18236,2014-11-10 16:28:11,开,开,关,50°C,50%,33,0分钟,50°C,165
18237,2014-11-10 16:28:36,开,开,关,50°C,50%,35,0分钟,50°C,165
18238,2014-11-10 16:28:38,开,开,关,50°C,50%,33,0分钟,50°C,165
18239,2014-11-10 16:28:40,开,开,关,50°C,50%,35,0分钟,50°C,165
18240,2014-11-10 16:28:42,开,开,关,50°C,50%,33,0分钟,50°C,165
18241,2014-11-10 16:28:44,开,开,关,50°C,50%,35,0分钟,50°C,165
18242,2014-11-10 16:28:47,开,开,关,50°C,50%,33,0分钟,50°C,165
18243,2014-11-10 16:29:01,开,开,关,50°C,50%,36,0分钟,50°C,165
18244,2014-11-10 16:29:07,开,开,关,50°C,50%,35,0分钟,50°C,165
18245,2014-11-10 16:29:09,开,开,关,50°C,50%,33,0分钟,50°C,165
18246,2014-11-10 16:29:11,开,开,关,50°C,50%,35,0分钟,50°C,165
18247,2014-11-10 16:29:13,开,开,关,50°C,50%,33,0分钟,50°C,165
18248,2014-11-10 16:29:15,开,开,关,50°C,50%,35,0分钟,50°C,165
18249,2014-11-10 16:29:17,开,开,关,50°C,50%,33,0分钟,50°C,165
18250,2014-11-10 16:29:29,开,开,关,50°C,50%,35,0分钟,50°C,165
18251,2014-11-10 16:29:31,开,开,关,50°C,50%,33,0分钟,50°C,165
18252,2014-11-10 16:29:33,开,开,关,50°C,50%,35,0分钟,50°C,165
18253,2014-11-10 16:29:39,开,开,关,50°C,50%,33,0分钟,50°C,165
18254,2014-11-10 16:29:51,开,开,关,50°C,50%,35,0分钟,50°C,165
18255,2014-11-10 16:29:55,开,开,关,50°C,50%,33,0分钟,50°C,165
18259,2014-11-10 16:31:20,开,开,关,49°C,50%,36,1分钟,50°C,165
18260,2014-11-10 16:31:30,开,开,关,49°C,50%,35,1分钟,50°C,165
18261,2014-11-10 16:31:42,开,开,关,49°C,50%,36,0分钟,50°C,165
18262,2014-11-10 16:31:46,开,开,关,49°C,50%,37,0分钟,50°C,165
18263,2014-11-10 16:31:52,开,开,关,48°C,50%,36,2分钟,50°C,165
18264,2014-11-10 16:32:00,开,开,关,48°C,50%,37,2分钟,50°C,165
18265,2014-11-10 16:32:02,开,开,关,48°C,50%,37,2分钟,50°C,165
18266,2014-11-10 16:32:10,开,开,关,48°C,50%,36,2分钟,50°C,165
18267,2014-11-10 16:32:12,开,开,关,48°C,50%,27,2分钟,50°C,165
18268,2014-11-10 16:32:17,开,开,关,48°C,50%,25,2分钟,50°C,165
18269,2014-11-10 16:32:27,开,开,关,47°C,50%,25,4分钟,50°C,165
18270,2014-11-10 16:32:29,开,开,关,47°C,50%,26,4分钟,50°C,165
18271,2014-11-10 16:32:31,开,开,关,47°C,50%,25,4分钟,50°C,165
18272,2014-11-10 16:32:33,开,开,关,47°C,50%,26,4分钟,50°C,165
18273,2014-11-10 16:32:41,开,开,关,47°C,50%,25,3分钟,50°C,165
18274,2014-11-10 16:32:53,开,开,关,46°C,50%,25,5分钟,50°C,165
18275,2014-11-10 16:32:55,开,开,关,46°C,50%,26,5分钟,50°C,165
18276,2014-11-10 16:32:57,开,开,关,46°C,50%,26,5分钟,50°C,165
18277,2014-11-10 16:32:59,开,开,关,46°C,50%,25,5分钟,50°C,165
18278,2014-11-10 16:33:05,开,开,关,45°C,50%,25,7分钟,50°C,165
18279,2014-11-10 16:33:11,开,开,关,45°C,50%,26,6分钟,50°C,165
18280,2014-11-10 16:33:17,开,开,关,44°C,50%,25,8分钟,50°C,165
18281,2014-11-10 16:33:21,开,开,关,44°C,50%,26,8分钟,50°C,165
18282,2014-11-10 16:33:23,开,开,关,44°C,50%,25,8分钟,50°C,165
18283,2014-11-10 16:33:25,开,开,关,44°C,50%,26,8分钟,50°C,165
18284,2014-11-10 16:33:29,开,开,关,44°C,50%,25,8分钟,50°C,165
18285,2014-11-10 16:33:33,开,开,关,43°C,50%,25,9分钟,50°C,165
18286,2014-11-10 16:33:37,开,开,关,43°C,50%,26,9分钟,50°C,165
18287,2014-11-10 16:33:41,开,开,关,43°C,50%,25,9分钟,50°C,165
18288,2014-11-10 16:33:43,开,开,关,42°C,25%,26,11分钟,50°C,165
18289,2014-11-10 16:33:53,开,开,关,42°C,25%,25,11分钟,50°C,165
18290,2014-11-10 16:33:59,开,开,关,41°C,25%,26,12分钟,50°C,165
18291,2014-11-10 16:34:06,开,开,关,41°C,25%,25,12分钟,50°C,165
18292,2014-11-10 16:34:18,开,开,关,40°C,25%,26,14分钟,50°C,165
18293,2014-11-10 16:34:20,开,开,关,39°C,25%,26,15分钟,50°C,165
18294,2014-11-10 16:34:22,开,开,关,39°C,25%,25,15分钟,50°C,165
18295,2014-11-10 16:34:26,开,开,关,39°C,25%,26,15分钟,50°C,165
18296,2014-11-10 16:34:28,开,开,关,39°C,25%,25,15分钟,50°C,165
18297,2014-11-10 16:34:36,开,开,关,39°C,25%,26,15分钟,50°C,165
18298,2014-11-10 16:34:38,开,开,关,38°C,25%,26,17分钟,50°C,165
18299,2014-11-10 16:34:44,开,开,关,38°C,25%,26,16分钟,50°C,165
18300,2014-11-10 16:34:46,开,开,关,37°C,25%,26,18分钟,50°C,165
18301,2014-11-10 16:35:01,开,开,关,37°C,25%,25,18分钟,50°C,165
18302,2014-11-10 16:35:02,开,开,关,36°C,25%,25,19分钟,50°C,165
18303,2014-11-10 16:35:06,开,开,关,36°C,25%,26,19分钟,50°C,165
18304,2014-11-10 16:35:14,开,开,关,35°C,25%,25,21分钟,50°C,165
18305,2014-11-10 16:35:20,开,开,关,35°C,25%,26,21分钟,50°C,165
18306,2014-11-10 16:35:22,开,开,关,35°C,25%,25,21分钟,50°C,165
18307,2014-11-10 16:35:24,开,开,关,35°C,25%,25,20分钟,50°C,165
18308,2014-11-10 16:35:26,开,开,关,34°C,25%,26,22分钟,50°C,165
18309,2014-11-10 16:35:30,开,开,关,34°C,25%,25,22分钟,50°C,165
18310,2014-11-10 16:35:32,开,开,关,34°C,25%,26,22分钟,50°C,165
18311,2014-11-10 16:35:36,开,开,关,34°C,25%,25,22分钟,50°C,165
18312,2014-11-10 16:35:38,开,开,关,34°C,25%,26,22分钟,50°C,165
18313,2014-11-10 16:35:40,开,开,关,34°C,25%,25,22分钟,50°C,165
18314,2014-11-10 16:35:44,开,开,关,34°C,25%,26,22分钟,50°C,165
18315,2014-11-10 16:35:49,开,开,关,34°C,25%,25,22分钟,50°C,165
18316,2014-11-10 16:35:53,开,开,关,33°C,25%,25,24分钟,50°C,165
18317,2014-11-10 16:35:55,开,开,关,33°C,25%,26,24分钟,50°C,165
18318,2014-11-10 16:35:57,开,开,关,33°C,25%,26,23分钟,50°C,165
18319,2014-11-10 16:35:59,开,开,关,33°C,25%,25,23分钟,50°C,165
18320,2014-11-10 16:36:01,开,开,关,33°C,25%,26,23分钟,50°C,165
18321,2014-11-10 16:36:03,开,开,关,32°C,25%,26,25分钟,50°C,165
18322,2014-11-10 16:36:05,开,开,关,32°C,25%,25,25分钟,50°C,165
18323,2014-11-10 16:36:09,开,开,关,32°C,25%,26,25分钟,50°C,165
18324,2014-11-10 16:36:11,开,开,关,32°C,25%,20,25分钟,50°C,165
18371,2014-11-10 18:00:34,开,关,开,50°C,50%,8,0分钟,50°C,166
18405,2014-11-10 18:52:19,开,关,开,49°C,50%,16,0分钟,50°C,167
18406,2014-11-10 18:52:21,开,关,开,50°C,100%,8,0分钟,50°C,167
18407,2014-11-10 18:52:29,开,开,关,49°C,50%,57,1分钟,50°C,167
18408,2014-11-10 18:52:31,开,开,关,49°C,50%,58,1分钟,50°C,167
18409,2014-11-10 18:52:34,开,开,关,49°C,50%,56,1分钟,50°C,167
18410,2014-11-10 18:52:42,开,开,关,49°C,50%,57,1分钟,50°C,167
18411,2014-11-10 18:52:44,开,开,关,49°C,50%,58,1分钟,50°C,167
18412,2014-11-10 18:52:52,开,开,关,49°C,50%,57,1分钟,50°C,167
18413,2014-11-10 18:52:54,开,开,关,49°C,50%,58,1分钟,50°C,167
18414,2014-11-10 18:53:00,开,开,关,49°C,50%,57,1分钟,50°C,167
18419,2014-11-10 18:56:20,开,开,关,48°C,50%,60,2分钟,50°C,167
18420,2014-11-10 18:56:22,开,开,关,48°C,50%,61,2分钟,50°C,167
18421,2014-11-10 18:56:24,开,开,关,48°C,50%,60,2分钟,50°C,167
18422,2014-11-10 18:56:26,开,开,关,48°C,50%,57,2分钟,50°C,167
18423,2014-11-10 18:56:28,开,开,关,48°C,50%,62,2分钟,50°C,167
18424,2014-11-10 18:56:32,开,开,关,48°C,50%,55,2分钟,50°C,167
18425,2014-11-10 18:56:34,开,开,关,48°C,50%,58,2分钟,50°C,167
18426,2014-11-10 18:56:40,开,开,关,48°C,50%,62,2分钟,50°C,167
18427,2014-11-10 18:56:42,开,开,关,48°C,50%,61,2分钟,50°C,167
18428,2014-11-10 18:56:44,开,开,关,48°C,50%,62,2分钟,50°C,167
18431,2014-11-10 18:58:03,开,开,关,48°C,50%,28,1分钟,50°C,167
18432,2014-11-10 18:58:07,开,开,关,48°C,50%,50,1分钟,50°C,167
18433,2014-11-10 18:58:09,开,开,关,48°C,50%,51,1分钟,50°C,167
18434,2014-11-10 18:58:11,开,开,关,48°C,50%,50,0分钟,50°C,167
18435,2014-11-10 18:58:21,开,开,关,48°C,50%,51,0分钟,50°C,167
18436,2014-11-10 18:58:23,开,开,关,48°C,50%,43,0分钟,50°C,167
18438,2014-11-10 18:58:35,开,关,开,48°C,50%,8,0分钟,50°C,167
18441,2014-11-10 18:59:13,开,开,关,47°C,50%,56,4分钟,50°C,167
18442,2014-11-10 18:59:15,开,开,关,47°C,50%,53,4分钟,50°C,167
18443,2014-11-10 18:59:21,开,开,关,47°C,50%,55,4分钟,50°C,167
18444,2014-11-10 18:59:23,开,开,关,47°C,50%,56,4分钟,50°C,167
18445,2014-11-10 18:59:27,开,开,关,47°C,50%,63,4分钟,50°C,167
18446,2014-11-10 18:59:33,开,开,关,47°C,50%,63,3分钟,50°C,167
18447,2014-11-10 18:59:44,开,开,关,47°C,50%,35,3分钟,50°C,167
18448,2014-11-10 18:59:46,开,开,关,47°C,50%,33,3分钟,50°C,167
18449,2014-11-10 18:59:48,开,开,关,47°C,50%,35,3分钟,50°C,167
18450,2014-11-10 18:59:50,开,关,开,47°C,100%,11,0分钟,50°C,167
18452,2014-11-10 19:03:16,开,关,开,47°C,50%,8,0分钟,50°C,167
18465,2014-11-10 19:12:33,开,开,关,46°C,50%,33,5分钟,50°C,168
18466,2014-11-10 19:12:39,开,开,关,46°C,50%,60,5分钟,50°C,168
18467,2014-11-10 19:12:40,开,开,关,46°C,50%,53,5分钟,50°C,168
18468,2014-11-10 19:12:45,开,开,关,46°C,50%,55,5分钟,50°C,168
18469,2014-11-10 19:12:49,开,开,关,46°C,50%,62,5分钟,50°C,168
18470,2014-11-10 19:12:51,开,关,开,46°C,100%,10,0分钟,50°C,168
18534,2014-11-10 21:38:29,开,开,关,49°C,50%,25,1分钟,50°C,169
18535,2014-11-10 21:38:31,开,关,开,50°C,100%,12,0分钟,50°C,169
18538,2014-11-10 21:41:29,开,开,关,49°C,50%,30,1分钟,50°C,169
18539,2014-11-10 21:41:33,开,开,关,49°C,50%,47,1分钟,50°C,169
18540,2014-11-10 21:41:41,开,开,关,49°C,50%,48,1分钟,50°C,169
18541,2014-11-10 21:41:45,开,开,关,49°C,50%,50,1分钟,50°C,169
18542,2014-11-10 21:41:47,开,开,关,49°C,50%,48,1分钟,50°C,169
18543,2014-11-10 21:41:49,开,开,关,49°C,50%,50,1分钟,50°C,169
18544,2014-11-10 21:41:51,开,开,关,49°C,50%,48,1分钟,50°C,169
18545,2014-11-10 21:41:53,开,开,关,49°C,50%,50,1分钟,50°C,169
18546,2014-11-10 21:41:55,开,开,关,49°C,50%,47,1分钟,50°C,169
18547,2014-11-10 21:41:59,开,开,关,49°C,50%,48,1分钟,50°C,169
18548,2014-11-10 21:42:01,开,开,关,49°C,50%,50,1分钟,50°C,169
18549,2014-11-10 21:42:09,开,开,关,49°C,50%,48,1分钟,50°C,169
18550,2014-11-10 21:42:11,开,开,关,49°C,50%,50,1分钟,50°C,169
18551,2014-11-10 21:42:13,开,开,关,49°C,50%,48,1分钟,50°C,169
18552,2014-11-10 21:42:19,开,开,关,49°C,50%,50,1分钟,50°C,169
18553,2014-11-10 21:42:21,开,开,关,49°C,50%,41,1分钟,50°C,169
18554,2014-11-10 21:42:23,开,开,关,49°C,50%,40,1分钟,50°C,169
18555,2014-11-10 21:42:28,开,开,关,49°C,50%,31,1分钟,50°C,169
18556,2014-11-10 21:42:29,开,开,关,49°C,50%,32,1分钟,50°C,169
18557,2014-11-10 21:42:31,开,开,关,49°C,50%,31,1分钟,50°C,169
18558,2014-11-10 21:42:34,开,开,关,49°C,50%,32,1分钟,50°C,169
18559,2014-11-10 21:42:40,开,开,关,49°C,50%,31,1分钟,50°C,169
18560,2014-11-10 21:43:06,开,开,关,49°C,50%,32,1分钟,50°C,169
18561,2014-11-10 21:43:10,开,开,关,49°C,50%,31,1分钟,50°C,169
18562,2014-11-10 21:43:12,开,开,关,49°C,50%,32,1分钟,50°C,169
18563,2014-11-10 21:43:16,开,开,关,49°C,50%,31,1分钟,50°C,169
18564,2014-11-10 21:43:22,开,开,关,49°C,50%,32,1分钟,50°C,169
18565,2014-11-10 21:43:24,开,开,关,49°C,50%,31,1分钟,50°C,169
18566,2014-11-10 21:43:26,开,开,关,49°C,50%,32,2分钟,50°C,169
18567,2014-11-10 21:43:28,开,开,关,49°C,50%,31,2分钟,50°C,169
18568,2014-11-10 21:43:30,开,开,关,48°C,50%,31,2分钟,50°C,169
18569,2014-11-10 21:43:32,开,开,关,48°C,50%,32,1分钟,50°C,169
18570,2014-11-10 21:43:34,开,开,关,48°C,50%,31,1分钟,50°C,169
18571,2014-11-10 21:43:42,开,开,关,49°C,50%,32,1分钟,50°C,169
18572,2014-11-10 21:43:46,开,开,关,49°C,50%,32,2分钟,50°C,169
18573,2014-11-10 21:43:54,开,开,关,48°C,50%,32,2分钟,50°C,169
18574,2014-11-10 21:43:58,开,开,关,48°C,50%,31,2分钟,50°C,169
18575,2014-11-10 21:44:00,开,开,关,48°C,50%,32,2分钟,50°C,169
18576,2014-11-10 21:44:02,开,开,关,48°C,50%,31,2分钟,50°C,169
18577,2014-11-10 21:44:08,开,开,关,48°C,50%,32,2分钟,50°C,169
18578,2014-11-10 21:44:10,开,开,关,48°C,50%,31,2分钟,50°C,169
18579,2014-11-10 21:44:12,开,开,关,48°C,50%,32,2分钟,50°C,169
18580,2014-11-10 21:44:15,开,开,关,48°C,50%,31,2分钟,50°C,169
18581,2014-11-10 21:44:17,开,开,关,48°C,50%,32,2分钟,50°C,169
18582,2014-11-10 21:44:18,开,开,关,48°C,50%,31,2分钟,50°C,169
18583,2014-11-10 21:44:21,开,开,关,48°C,50%,32,2分钟,50°C,169
18584,2014-11-10 21:44:23,开,开,关,48°C,50%,21,2分钟,50°C,169
18589,2014-11-10 21:45:53,开,开,关,47°C,50%,33,4分钟,50°C,169
18590,2014-11-10 21:46:04,开,开,关,47°C,50%,31,4分钟,50°C,169
18591,2014-11-10 21:46:05,开,开,关,47°C,50%,32,4分钟,50°C,169
18592,2014-11-10 21:46:08,开,开,关,47°C,50%,31,4分钟,50°C,169
18593,2014-11-10 21:46:14,开,开,关,47°C,50%,31,3分钟,50°C,169
18594,2014-11-10 21:46:16,开,开,关,47°C,50%,32,3分钟,50°C,169
18595,2014-11-10 21:46:24,开,开,关,47°C,50%,31,3分钟,50°C,169
18596,2014-11-10 21:46:26,开,开,关,47°C,50%,32,3分钟,50°C,169
18597,2014-11-10 21:46:28,开,开,关,47°C,50%,31,3分钟,50°C,169
18598,2014-11-10 21:46:36,开,开,关,47°C,50%,32,3分钟,50°C,169
18599,2014-11-10 21:46:42,开,开,关,47°C,50%,31,3分钟,50°C,169
18600,2014-11-10 21:46:48,开,开,关,47°C,50%,32,3分钟,50°C,169
18601,2014-11-10 21:46:50,开,开,关,47°C,50%,31,3分钟,50°C,169
18602,2014-11-10 21:46:56,开,开,关,47°C,50%,32,3分钟,50°C,169
18603,2014-11-10 21:47:02,开,开,关,47°C,50%,31,3分钟,50°C,169
18604,2014-11-10 21:47:04,开,开,关,47°C,50%,31,3分钟,50°C,169
18605,2014-11-10 21:47:08,开,开,关,47°C,50%,32,3分钟,50°C,169
18606,2014-11-10 21:47:14,开,开,关,47°C,50%,32,2分钟,50°C,169
18607,2014-11-10 21:47:18,开,开,关,47°C,50%,31,2分钟,50°C,169
18608,2014-11-10 21:47:20,开,开,关,47°C,50%,32,2分钟,50°C,169
18609,2014-11-10 21:47:22,开,开,关,47°C,50%,31,2分钟,50°C,169
18610,2014-11-10 21:47:28,开,开,关,47°C,50%,32,2分钟,50°C,169
18611,2014-11-10 21:47:36,开,开,关,47°C,50%,27,2分钟,50°C,169
18612,2014-11-10 21:47:38,开,开,关,47°C,50%,28,2分钟,50°C,169
18613,2014-11-10 21:47:44,开,开,关,47°C,50%,27,2分钟,50°C,169
18614,2014-11-10 21:47:46,开,开,关,47°C,50%,27,5分钟,50°C,169
18615,2014-11-10 21:47:49,开,开,关,46°C,50%,26,5分钟,50°C,169
18616,2014-11-10 21:47:51,开,开,关,46°C,50%,27,5分钟,50°C,169
18617,2014-11-10 21:47:53,开,开,关,46°C,50%,27,4分钟,50°C,169
18618,2014-11-10 21:47:57,开,开,关,47°C,50%,27,4分钟,50°C,169
18619,2014-11-10 21:47:59,开,开,关,47°C,50%,27,5分钟,50°C,169
18620,2014-11-10 21:48:01,开,开,关,46°C,50%,26,5分钟,50°C,169
18621,2014-11-10 21:48:05,开,开,关,46°C,50%,27,5分钟,50°C,169
18622,2014-11-10 21:48:07,开,开,关,46°C,50%,26,5分钟,50°C,169
18623,2014-11-10 21:48:13,开,开,关,46°C,50%,27,5分钟,50°C,169
18624,2014-11-10 21:48:15,开,开,关,46°C,50%,26,5分钟,50°C,169
18625,2014-11-10 21:48:25,开,开,关,46°C,50%,27,5分钟,50°C,169
18626,2014-11-10 21:48:27,开,开,关,46°C,50%,26,5分钟,50°C,169
18627,2014-11-10 21:48:37,开,开,关,46°C,50%,27,5分钟,50°C,169
18628,2014-11-10 21:48:39,开,开,关,46°C,50%,26,5分钟,50°C,169
18629,2014-11-10 21:48:51,开,开,关,46°C,50%,27,4分钟,50°C,169
18630,2014-11-10 21:48:53,开,开,关,46°C,50%,26,4分钟,50°C,169
18631,2014-11-10 21:48:57,开,开,关,46°C,50%,27,4分钟,50°C,169
18632,2014-11-10 21:48:59,开,开,关,46°C,50%,26,4分钟,50°C,169
18633,2014-11-10 21:49:03,开,开,关,46°C,50%,27,4分钟,50°C,169
18634,2014-11-10 21:49:05,开,开,关,46°C,50%,27,7分钟,50°C,169
18635,2014-11-10 21:49:09,开,开,关,45°C,50%,27,7分钟,50°C,169
18636,2014-11-10 21:49:11,开,开,关,45°C,50%,27,6分钟,50°C,169
18637,2014-11-10 21:49:13,开,开,关,45°C,50%,26,6分钟,50°C,169
18638,2014-11-10 21:49:15,开,开,关,45°C,50%,27,6分钟,50°C,169
18639,2014-11-10 21:49:17,开,开,关,45°C,50%,26,6分钟,50°C,169
18640,2014-11-10 21:49:26,开,开,关,45°C,50%,27,6分钟,50°C,169
18641,2014-11-10 21:49:27,开,开,关,45°C,50%,26,6分钟,50°C,169
18642,2014-11-10 21:49:50,开,开,关,45°C,50%,27,6分钟,50°C,169
18643,2014-11-10 21:49:52,开,开,关,45°C,50%,26,6分钟,50°C,169
18644,2014-11-10 21:49:54,开,开,关,45°C,50%,27,8分钟,50°C,169
18645,2014-11-10 21:50:24,开,开,关,44°C,50%,27,8分钟,50°C,169
18646,2014-11-10 21:50:28,开,开,关,44°C,50%,27,7分钟,50°C,169
18647,2014-11-10 21:50:30,开,开,关,44°C,25%,27,9分钟,50°C,169
18648,2014-11-10 21:50:42,开,开,关,43°C,25%,27,9分钟,50°C,169
18649,2014-11-10 21:50:44,开,开,关,43°C,25%,28,9分钟,50°C,169
18650,2014-11-10 21:50:46,开,开,关,43°C,25%,26,9分钟,50°C,169
18651,2014-11-10 21:50:48,开,开,关,43°C,25%,27,11分钟,50°C,169
18652,2014-11-10 21:51:08,开,开,关,42°C,25%,27,11分钟,50°C,169
18669,2014-11-10 21:55:29,开,开,关,38°C,25%,12,16分钟,50°C,170
18670,2014-11-10 21:55:37,开,开,关,38°C,25%,22,16分钟,50°C,170
18671,2014-11-10 21:55:49,开,开,关,38°C,25%,28,16分钟,50°C,170
18672,2014-11-10 21:55:51,开,开,关,38°C,25%,27,15分钟,50°C,170
18673,2014-11-10 21:56:11,开,开,关,39°C,25%,27,15分钟,50°C,170
18674,2014-11-10 21:56:13,开,开,关,39°C,25%,28,15分钟,50°C,170
18675,2014-11-10 21:56:15,开,开,关,39°C,25%,25,15分钟,50°C,170
18676,2014-11-10 21:56:19,开,开,关,39°C,25%,26,15分钟,50°C,170
18677,2014-11-10 21:56:25,开,开,关,39°C,25%,25,15分钟,50°C,170
18678,2014-11-10 21:56:29,开,开,关,39°C,25%,26,14分钟,50°C,170
18679,2014-11-10 21:56:31,开,开,关,39°C,25%,25,14分钟,50°C,170
18680,2014-11-10 21:56:34,开,开,关,39°C,25%,27,14分钟,50°C,170
18681,2014-11-10 21:56:48,开,开,关,39°C,25%,28,14分钟,50°C,170
18682,2014-11-10 21:56:50,开,开,关,39°C,25%,27,14分钟,50°C,170
18683,2014-11-10 21:56:52,开,开,关,39°C,25%,27,17分钟,50°C,170
18684,2014-11-10 21:56:54,开,开,关,38°C,25%,28,16分钟,50°C,170
18685,2014-11-10 21:56:56,开,开,关,38°C,25%,27,16分钟,50°C,170
18686,2014-11-10 21:56:58,开,开,关,38°C,25%,28,16分钟,50°C,170
18687,2014-11-10 21:57:00,开,开,关,38°C,25%,25,16分钟,50°C,170
18688,2014-11-10 21:57:02,开,开,关,38°C,25%,23,16分钟,50°C,170
18689,2014-11-10 21:57:04,开,开,关,38°C,25%,25,15分钟,50°C,170
18690,2014-11-10 21:57:12,开,开,关,39°C,25%,25,15分钟,50°C,170
18691,2014-11-10 21:57:14,开,开,关,39°C,25%,23,15分钟,50°C,170
18692,2014-11-10 21:57:16,开,开,关,39°C,25%,26,17分钟,50°C,170
18693,2014-11-10 21:57:24,开,开,关,38°C,25%,25,16分钟,50°C,170
18694,2014-11-10 21:57:26,开,开,关,38°C,25%,23,16分钟,50°C,170
18695,2014-11-10 21:57:28,开,开,关,38°C,25%,25,15分钟,50°C,170
18696,2014-11-10 21:57:30,开,开,关,39°C,25%,23,15分钟,50°C,170
18697,2014-11-10 21:57:32,开,开,关,39°C,25%,26,15分钟,50°C,170
18698,2014-11-10 21:57:34,开,开,关,39°C,25%,25,17分钟,50°C,170
18699,2014-11-10 21:57:36,开,开,关,38°C,25%,23,16分钟,50°C,170
18700,2014-11-10 21:57:42,开,开,关,38°C,25%,25,16分钟,50°C,170
18701,2014-11-10 21:57:44,开,开,关,38°C,25%,23,16分钟,50°C,170
18702,2014-11-10 21:57:46,开,开,关,38°C,25%,25,16分钟,50°C,170
18703,2014-11-10 21:57:48,开,开,关,38°C,25%,23,16分钟,50°C,170
18704,2014-11-10 21:57:54,开,开,关,38°C,25%,25,16分钟,50°C,170
18705,2014-11-10 21:57:56,开,开,关,38°C,25%,23,16分钟,50°C,170
18706,2014-11-10 21:58:00,开,开,关,38°C,25%,25,16分钟,50°C,170
18707,2014-11-10 21:58:02,开,开,关,38°C,25%,23,16分钟,50°C,170
18708,2014-11-10 21:58:06,开,开,关,38°C,25%,25,16分钟,50°C,170
18709,2014-11-10 21:58:08,开,开,关,38°C,25%,23,16分钟,50°C,170
18710,2014-11-10 21:58:10,开,开,关,38°C,25%,25,16分钟,50°C,170
18711,2014-11-10 21:58:15,开,开,关,38°C,25%,22,16分钟,50°C,170
18712,2014-11-10 21:58:17,开,开,关,38°C,25%,23,16分钟,50°C,170
18713,2014-11-10 21:58:33,开,开,关,38°C,25%,25,16分钟,50°C,170
18714,2014-11-10 21:58:35,开,开,关,38°C,25%,26,16分钟,50°C,170
18715,2014-11-10 21:58:43,开,开,关,38°C,25%,26,15分钟,50°C,170
18716,2014-11-10 21:58:45,开,开,关,38°C,25%,25,15分钟,50°C,170
18717,2014-11-10 21:58:51,开,开,关,38°C,25%,26,15分钟,50°C,170
18718,2014-11-10 21:58:57,开,开,关,38°C,25%,25,15分钟,50°C,170
18719,2014-11-10 21:59:05,开,开,关,38°C,25%,26,15分钟,50°C,170
18720,2014-11-10 21:59:09,开,开,关,38°C,25%,25,15分钟,50°C,170
